Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Awarapan,2007,Not Rated,29 Jun 2007,126 min,"Action, Crime, Drama",Mohit Suri,Shagufta Rafique,"Emraan Hashmi, Mrinalini Sharma, Ashish Vidyarthi","Brought up by a gangster named Bharat Malik, Shivam Pandit lives a faithless and reckless lifestyle, doing the bidding of his mentor - which also includes being a hit-man. Bharat does not get along with his brother, Raj, and nephew, Munna, who also resent the fact that Bharat trusts Shivam more than he even trusts his son, Ronnie. Shivam's life does change when he meets and falls in love with a devout Muslim woman, Aaliyah. Shivam wants to wed Aaliyah, but her father opposes this due to Shivam's criminal background, and the fact that he has been in prison twice. When Shivam insists on getting married regardless of the consequences, Aaliyah's dad aims a gun at him, but Shivam ducks and the bullet hits Aaliyah, killing her instantly. Shivam returns to his aimless lifestyle, this time in Hong Kong, still continuing to work for Bharat. When Bharat asks him to spy on his Pakistani mistress, Reema, Shivam does so, and finds out that she has a lover named Bilal. Shivam agrees to it but finally has a change of heart when he sees parallel between Reema and the caged birds Aaliyah used to sell to people for the purpose for freeing them from the cage. This leads to a face off between Shivam and Bharat leading to the movie's climax.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BM2FiMjQ2NTktOWY0ZS00NTE5LTk4OTAtZTc4NTBhMTIxYTg3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"7,981",tt1020937,movie,06 Jan 2018,N/A,N/A,N/A,True
Hate Story 2,2014,Not Rated,18 Jul 2014,130 min,"Drama, Thriller",Vishal Pandya,"Madhuri Banerjee, Girish Dhamija","Jay Bhanushali, Surveen Chawla, Sushant Singh",A woman takes revenge on a powerful corrupt politician who forcefully abused her and left her for dead.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZjkwMmY2YTEtZTQ4MC00MGU2LWE3NzctNmZiMjFjYWM2NDMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,"2,388",tt3619772,movie,05 Apr 2016,N/A,N/A,N/A,True
Brahmastra 2,2026,N/A,N/A,N/A,"Action, Adventure, Fantasy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt27048775,movie,N/A,N/A,N/A,N/A,True
Musafir,2004,Not Rated,10 Dec 2004,151 min,"Action, Crime, Drama","Sanjay Gupta, Hasib Muhammad","Sanjay Gupta, Sameer Malhotra, Milap Zaveri","Anil Kapoor, Sameera Reddy, Aditya Pancholi",Lucky a small time criminal wants to give up after his last job and spend rest of his life with girlfriend Lara.but runs into trouble when he dumps two men who belong to gang of a gangster Billa.Lara to ditches Lucky and runs away with the looted money.Billa held's Lucky captive and only way of survival is returning back the looted money .Billa gives Lucky another chance and asks him to travel to Goa to deliver a bag to Whako Jacko but on one condition that he shouldn't see whats inside the bag.Lucky travels to Goa where he meets Sam whose not happy with her abusive husband Lukka.But Lukka has another version of story.Sam kills Lukka and runs away with Lucky where as Lukka's brother Tiger follows them.Billa whose waiting for Lucky's return reaches Goa to find the reason of Lucky's return.,Hindi,India,2 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BN2NiOTg5ZjgtNzkwNy00YmZhLWFhYjgtMzUwODlmNzM2ZjkyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"1,985",tt0430381,movie,N/A,N/A,N/A,N/A,True
Possessed Love,2021,N/A,23 Mar 2021,N/A,"Drama, Horror, Romance",Manmeet Singh Sodhi,N/A,"Surbhi Shukla, Sachin Sharma, Unika Ray",N/A,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZDdiNTc0NjYtZmRjMC00YTgyLWE2N2YtMjQ2MzY3MGU0MWRhXkEyXkFqcGdeQXVyMTM1MDEzNTY0._V1_SX300.jpg,[],N/A,N/A,N/A,tt15122174,movie,N/A,N/A,N/A,N/A,True
Prem Ratan Dhan Payo,2015,Not Rated,12 Nov 2015,164 min,"Action, Drama, Musical",Sooraj R. Barjatya,"Sooraj R. Barjatya, Aash Karan Atal","Salman Khan, Sonam Kapoor, Neil Nitin Mukesh","A conspiracy to eliminate Prince Vijay just days before his coronation is hatched by his younger brother, who eyes the throne, its riches, and its power. Prem, a lookalike of the prince, steps in at this point and loses his heart to the prince's beloved, Maithili.","Rajasthani, Hindi, Tamil, English, French",India,13 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BYzY0NWEzYTctNzg5Yi00OTM0LTlkMGMtYWE1MTYyZjdjNWFjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}]",N/A,4.4,"23,411",tt3595298,movie,17 Nov 2016,"$4,364,639",N/A,N/A,True
Nadiya Ke Paar,1982,Not Rated,18 Jun 1982,143 min,"Drama, Romance",Govind Moonis,N/A,"Sachin Pilgaonkar, Sadhana Singh, Inder Thakur","Chandan (Sachin) lives with his elder brother and uncle. One day while going across the river to get some medications for his uncle, he meets with Gunja (Sadhana Singh), and both eventually fall in love. Fate makes Gunja's sister, Roopa, get married to Chandan's brother. Roopa dies in a freak accident. The family decides that Chandan's brother should get married again, and they propose marriage to Gunja. Will Chandan sacrifice his love for his nephew, and brother? Will Gunja accept her brother-in-law as her husband?","Hindi, Awadhi",India,N/A,https://m.media-amazon.com/images/M/MV5BN2Y1YTIzYWQtNzIyMi00OGUyLWEyZjctMGFjMzhkNDhhNmM4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"1,217",tt0256951,movie,23 Mar 2017,N/A,N/A,N/A,True
David,2013,Not Rated,01 Feb 2013,155 min,"Action, Crime, Drama",Bejoy Nambiar,"Abhijeet Shirish Deshpande, Bejoy Nambiar, Natasha Sahgal","Vikram, Neil Nitin Mukesh, Vinay Virmani","The story is about two Davids. David (Vikram) is a 30 year old fisherman living in Goa. David who is a carefree drunkard getting involved in pub fights and other unwanted activities falls for his friends deaf and mute fiancé Roma (Isha Sharvani). Meanwhile, the other David (Jiiva), is a 19 year old guitarist living in Mumbai. He hates his dad Father Noel (Nassar) for his philanthropist attitude. Meanwhile, an MLA attacks his dad and beats him up mercilessly with a group of people accusing that Noel is trying to convert everyone into Christianity. David learns that it was for the purpose of cheap publicity and he goes on trying to reach her. The two Davids are about to take a decision which will change their lives forever.","Tamil, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BMjE0MTM2NzIzNF5BMl5BanBnXkFtZTgwNjE3NzM5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.2,"2,810",tt2358412,movie,22 May 2017,N/A,N/A,N/A,True
Roar: Tigers of the Sundarbans,2014,N/A,31 Oct 2014,123 min,"Action, Adventure, Sci-Fi",Kamal Sadanah,"Anand Goradia, Swati Goradiya, Abis Rizvi","Aadil Chahal, Ahran Chaudhary, Pranay Dixit","After his photojournalist brother gets killed by a white tigress in the jungles of the Sundarbans, Pandit and his team of commandos enter the prohibited core area of the forest to avenge his death.",Hindi,India,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTk5OTkzNDc1NV5BMl5BanBnXkFtZTgwODg4NDExMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,792,tt3796006,movie,31 Dec 2019,"$81,083",N/A,N/A,True
Aarakshan,2011,N/A,12 Aug 2011,164 min,"Drama, Thriller",Prakash Jha,"Prakash Jha, Anjum Rajabali","Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee","Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes, right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal, a non-government college which is exempt from this mandate, gets in the limelight when it's Principal, Prabhakar Anand, endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh, who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation, taking his family, consisting of his wife, Kavita and daughter, Poorbi, to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for vandalizing the premises of the coaching class and threatening it's staff.","Hindi, English",India,2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTUwMjIxNTEyM15BMl5BanBnXkFtZTcwNjM0Njk5NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.2,"5,856",tt1848771,movie,09 Apr 2017,"$651,096",N/A,N/A,True
Angithee,2021,N/A,15 May 2021,N/A,Drama,Rahhat Shah Kazmi,"Rahhat Shah Kazmi, Kritika Rampal","Rahhat Shah Kazmi, Hussein Khan, Tariq Khan","Firdous is married off in a conservative house with her husband Hameed. Her old friend Shahid comes back from Punjab and they fall in love, but things change when Hameed discovers Firdous is sleeping with his friend.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNTMxYjA2ZDQtYjU5Ni00NmU5LTlhMzYtYzIzNmJiYTVjYzA3XkEyXkFqcGdeQXVyODA2Mzc0MDI@._V1_SX300.jpg,[],N/A,N/A,22,tt15007122,movie,N/A,N/A,N/A,N/A,True
Dharmatma,1975,Not Rated,25 Jul 1975,163 min,"Action, Romance, Thriller",Feroz Khan,Kaushal Bharati,"Premnath Malhotra, Feroz Khan, Hema Malini","Wealthy, powerful and influential Seth Dharamdas leads a financially secure life in a palatial mansion. He is known to come to the aid of all people who are beyond any hope of assistance, and this leads to him being known as ""Dharmatma"". But Seth Dharamdas does have a number of skeletons in his closet, and a parallel life as a gangster. The only person Dharamdas hates and fears is none other than his very own son, Ranbir, who has sworn that he will never compromise with his father's dark career, and threatens to expose him. Dharamdas has never conceded surrender or defeat at the hands of any mortal, and will never even consider to do so - even if this means the death of Ranbir. Songs include ""Tere cheherey mein woh jadoo hai...""; ""Tum ne kisise kabhi pyar kiya hai, pyar bhara dil kisiko diya hai..."".",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjdjYTc0MTQtZGUzNy00OTBlLThiMmMtZTg2MWY0NzE4N2Q0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,376,tt0361505,movie,30 Nov 2016,N/A,N/A,N/A,True
Meenakshi Sundareshwar,2021,TV-14,05 Nov 2021,140 min,"Comedy, Romance",Vivek Soni,"Vivek Soni, Aarsh Vora","Sanya Malhotra, Abhimanyu Dasani, Shivkumar Subramaniam","A young couple Meenakshi and Sundareshwar, enter into an arranged marriage because their first names together make Madurai's famous temple 'Meenakshi Sundareshwar'. However, when a job opportunity exclusively for single men pops up in Bengaluru, Sundareshwar has to leave his hometown and his wife Meenakshi, and pretend to be unmarried. The newlywed couple who barely know each other, struggle with the trials, tribulations, and insecurities of a long-distance relationship.",Hindi,India,5 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BNDVlNGRlZDItMzkzMC00ODNmLTkyMTYtZWU3ODRhNzQ5ZDc0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.9,"18,271",tt13529034,movie,05 Nov 2021,N/A,N/A,N/A,True
De Dana Dan,2009,Not Rated,27 Nov 2009,162 min,"Action, Comedy, Crime",Priyadarshan,"Jay Master, Ashiesh Pandit, Priyadarshan","Akshay Kumar, Suniel Shetty, Katrina Kaif","Singapore-based Nitin Bankar's education was paid for by his employer, Kuljeet Kaur, and he, after the passing of his father, works as an unpaid maid-chauffeur for her until such time he pays off whatever she had spent. He is in love with gorgeous Anjali Kakkad but her father refuses to give his consent for this alliance. Desperate to get out of this situation, Nitin attempts suicide, albeit in vain, and then cooks up a scheme to abduct Kuljeet's pet, Mulchand, demand a hefty ransom, and then marry Anjali. He seeks assistance from his equally deadbeat-courier deliveryman, Ram Mishra, who wants to wed tall and pretty Manpreet Oberoi, and both book a room in Pan Pacific Hotel. However, Murphy's Law and a host of assorted characters get involved - resulting in hilarious and uncontrollable chaos.",Hindi,India,6 nominations,https://m.media-amazon.com/images/M/MV5BNDBmZjNlMzAtOTZhOC00YmI3LWIzZjEtYzJmNzNhZTdkODRmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"10,215",tt1255951,movie,05 Nov 2015,"$944,979",N/A,N/A,True
Mastram,2013,N/A,09 May 2014,98 min,"Biography, Drama",Akhilesh Jaiswal,"Akhilesh Jaiswal, Gunjan Saxena","Rahul Bagga, Tara-Alisha Berry, Aakash Dahiya",How a clerk became an erotica writer.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNDM2ZTAwNWYtMDE1My00ZDIwLTgwMTEtY2RmNDU5OTAxNjJjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,576,tt3431714,movie,N/A,N/A,N/A,N/A,True
Ek Thi Daayan,2013,Not Rated,18 Apr 2013,135 min,"Horror, Romance, Thriller",Kannan Iyer,"Vishal Bhardwaj, Mukul Sharma","Emraan Hashmi, Konkona Sen Sharma, Kalki Koechlin","Bobo is a popular and talented illusionist, but he is haunted by his past. When disturbing hallucinations cause him to become distracted during his stage show, he seeks the help of a psychiatrist. Through hypnosis, he is able to recall suppressed memories of his childhood. In his youth, Bobo suspected the nanny who cared for him and his younger sister to be a Daayan -a demon who practices witchcraft and devil-worship. Now as an adult, Bobo is paranoid that the reincarnated witch is returning for him...",Hindi,India,8 nominations,https://m.media-amazon.com/images/M/MV5BMmE2Y2ZmODgtZjM2NS00NDUzLTk1ZjItNDdhYzEwYmZiY2Q4XkEyXkFqcGdeQXVyMzA3MDU4MTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,5.7,"4,471",tt2406676,movie,30 Nov 2016,"$112,135",N/A,N/A,True
Le Halua Le,2012,Not Rated,13 Apr 2012,125 min,"Comedy, Drama, Romance",Raja Chanda,"Priyadarshan, N.K. Salil","Laboni Sarkar, Payel Sarkar, Subhasish Mukherjee","Love's wires are crossed in this hilarious caper; strategems and misunderstandings abound as the young protagonists struggle to navigate their way through life, land jobs, and find a place to live.","Hindi, Bengali",India,N/A,https://m.media-amazon.com/images/M/MV5BMDEyMGVjNGMtOWRiOC00ZDA4LThjZDEtMjJjNGUxYTA3NmZhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,286,tt2356426,movie,06 Jan 2018,N/A,N/A,N/A,True
Virasat,1997,Not Rated,30 May 1997,165 min,"Action, Drama, Musical",Priyadarshan,"Kamal Haasan, Vinay Shukla","Anil Kapoor, Tabu, Pooja Batra","After completing his studies in London, England, Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend, Anita, who he is in love with and wants to marry, much to the disapproval of his family. After a few days, Shakti starts to feel that nothing much has changed in this part of India and longs to return, as he is unable to bear the animosity between the townspeople, in general, and in particular between his Zamindar dad, Raja Thakur, and rival Zamindar Birju, none other than Raja's crippled brother. When Anita leaves the town to meet her parents elsewhere in India, Shakti too wants to follow her, but his plans change suddenly when his father passes away, and the region is ravaged by unprecedented natural calamities. Following the funeral he decides to stay on to look after the family estate and business temporarily, and that is when he meets local town belle, Gehna, who has given her heart to him years ago, hopes to marry him, with approval from his very own family. Anita returns to find that nothing is the same anymore, and that her role may be reduced to that of a mistress, she must now make a choice to either return back home, or fight and win back Shakti's love.",Hindi,India,11 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BNmVhOGU1NTQtNWE3OS00ODZkLTkyZWQtN2Y4NmEyYmU3NDQ1XkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"2,891",tt0120456,movie,22 May 2017,N/A,N/A,N/A,True
Axone,2019,N/A,12 Jun 2020,104 min,"Comedy, Drama",Nicholas Kharkongor,"Nicholas Kharkongor, Gaurav Sharma","Sayani Gupta, Lin Laishram, Jimpa Sangpo Bhutia","Follows a group of girlfriends from Nagaland and Manipur, north-eastern states in India, gathering in the back streets of Delhi to throw a secret wedding party for a soon-to-be bride. Terrorised by their rottweiler of a landlady and with their boyfriends utterly useless as help, the group's already disorganized plans soon go further awry. As the women cook the traditional Axone wedding stew (a pork stew with pungent local herbs), neighbors complain about its powerful smell. However, they are determined to prepare the aromatic dish. With the challenges brought on by cultural difference and the pressures of being migrants in a seemingly unfriendly city, is food and love enough to save the day?",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BNjQ2ODE1MmYtMzNkNi00ODI5LWI0MDEtMmNmMWNhMjVkZDVmXkEyXkFqcGdeQXVyNzI0NzQyNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.9,"2,369",tt8747548,movie,18 Jun 2020,N/A,N/A,N/A,True
Coolie No. 1,1995,Not Rated,30 Jun 1995,143 min,"Action, Comedy, Romance",David Dhawan,"Rumi Jaffery, Kader Khan","Govinda, Karisma Kapoor, Harish",In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti. Choudhary does accept the match and the wedding of Raju and Malti are celebrated. After the wedding Raju will find that he might as well have to pretend all his life as gradually Choudhary begins to suspect him especially when he gets caught by Choudhary at the bus station working as a coolie.,Hindi,India,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjY3ZTUzZmUtZDRmMi00NjcxLTgwNTItZjA3YmNlZjAxODVmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"5,645",tt0101616,movie,22 May 2017,N/A,N/A,N/A,True
Maya,1993,N/A,02 Jul 1993,130 min,"Drama, Mystery, Romance",Ketan Mehta,"Gustave Flaubert, Sitanshu Yashaschandra, Ketan Mehta","Deepa Sahi, Farooq Shaikh, Raj Babbar","A beautiful, wealthy woman's insatiable appetite for romance leads to tragedy and a police investigation.",Hindi,"France, United Kingdom, India",1 win,https://m.media-amazon.com/images/M/MV5BOWVhZDFmZDQtMzE5Mi00YmVkLWJkMTUtZjYzNGUzMmVmMzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"2,350",tt0137100,movie,N/A,N/A,N/A,N/A,True
Mardaani,2014,Not Rated,22 Aug 2014,113 min,"Action, Crime, Drama",Pradeep Sarkar,"Hussain Zaidi, Vibha Singh, Gopi Puthran","Rani Mukerji, Jisshu Sengupta, Anant Vidhaat","India is the world's hub for child sex trafficking - Nearly 40,000 children are abducted every year - Every 8 minutes a girl child goes missing in India. Mardaani, is a story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia.","Hindi, English",India,5 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BMjI1MTA5MzM2MF5BMl5BanBnXkFtZTgwNjk2MDgwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,7.3,"13,401",tt3495000,movie,05 Nov 2015,N/A,N/A,N/A,True
Kalyug,2005,Not Rated,09 Dec 2005,126 min,"Action, Crime, Drama",Mohit Suri,"Jay Dixit, Anand Sivakumaran, Mohit Suri","Kunal Kemmu, Deepal Shaw, Smiley Suri","The film deals with a newly married couple caught on camera at a hotel during their honeymoon. The video is released on the Internet and the bride ultimately commits suicide. The husband, in pursuit of revenge, delves into the world of underground pornography, eventually traveling to Amsterdam and Switzerland to seek out the criminals of the underground pornography industry that profited from the film.",Hindi,India,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZWRhNTVmYmItYTllMy00MTI1LTkzMDgtOWFmMjBiYWU3ZDQ0XkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"3,109",tt0499041,movie,08 Nov 2018,"$1,435",N/A,N/A,True
Yeh Shaadi Nahi Ho Sakti,2023,N/A,19 Feb 2023,46 min,Comedy,Akarsh Khurana,"Lisha Bajaj, Adhir Bhat, Adhir Bhat","Prajakta Koli, Shikha Talsania, Chaitnya Sharma",Lovers Priya and Lakshman who can't get married till Priya's elder sister Pallavi does. Lakshman devises an elaborate plan where they hire an NRI groom to woo Pallavi.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNWEyYzZiODctYjIyNS00OGYwLThmNTAtOWJhYWI3Y2FiZWViXkEyXkFqcGdeQXVyMTEwMjI4NzYy._V1_SX300.jpg,[],N/A,N/A,25,tt26762684,movie,N/A,N/A,N/A,N/A,True
Hawayein,2003,N/A,22 Aug 2003,176 min,"Drama, Romance",Amitoj Mann,"Amitoj Mann, Harjit Singh","Amitoj Mann, Babbu Mann, Aanandee Tripathi","Set against the backdrop of the 1984 Sikh genocide, Hawayein is a 2003 film directed by Ammtoje Mann. The film is based on some real-life events and features the impact of Operation Bluestar and the subsequent assassination of Indira Gandhi on people's lives in Punjab. Hawayein depicts the story of Sarabjeet and how he became one of the most wanted terrorists of India.","Hindi, Punjabi",India,N/A,https://m.media-amazon.com/images/M/MV5BZDNiYTVlMTAtZGQzNy00ZGYzLThjNzQtMTM3MGNhMzY1NjQ5XkEyXkFqcGdeQXVyMzI3NjQxOTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,232,tt0378025,movie,N/A,"$409,978",N/A,N/A,True
Ek Jaan Hain Hum,1983,Not Rated,16 Sep 1983,151 min,"Family, Romance",Rajiv Mehra,N/A,"Rakesh Bedi, Avtar Gill, Gulshan Grover","Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNGVkYThhMzQtMDQ4Ni00NzliLThlMDUtOGY1NWIyYmI1NDk2XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,92,tt0379272,movie,N/A,N/A,N/A,N/A,True
420 IPC,2021,N/A,17 Dec 2021,98 min,Crime,Manish Gupta,Manish Gupta,"Rohan Mehra, Vinay Pathak, Ranvir Shorey","In this ZEE5 Original film, CA Keswani is arrested for bank fraud and forgery. Keswani hires Birbal, a lawyer, to fight his case, but Birbal realises that there's more to it than meets the eye.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYmQ5NjM3MjUtNjkyOS00NWMyLWE2YjgtOWI1NzIzYmI5NjljXkEyXkFqcGdeQXVyMTIzMzg0MTM2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,386",tt13723562,movie,N/A,N/A,N/A,N/A,True
Baaghi 2,2018,Not Rated,30 Mar 2018,137 min,"Action, Crime, Drama",Ahmed Khan,"Sajid Nadiadwala, Jojo Khan, Abbaas Hierapurwala","Disha Patani, Randeep Hooda, Tiger Shroff","A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa, India.",Hindi,India,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZWMwNzkzNDEtYTI0Ni00NDNiLWIxNDgtYTc0MDcxMzAzYTE2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,4.8,"11,618",tt6843812,movie,16 Jul 2018,"$1,319,579",N/A,N/A,True
Ragini MMS 2,2014,Not Rated,21 Mar 2014,119 min,Horror,Bhushan Patel,"Tanveer Bookwala, Ishita Moitra","Sunny Leone, Saahil Prem, Parvin Dabas","The film revolves around a haunted house where an infamous MMS is shot on a girl called Ragini which goes viral. the girl kills her boyfriend and claims that a witch had killed him. She ends up in a mental asylum. Later a film is planned based on the story, the same haunted house being the location of the film. Sunny Leone is cast to play the role or Ragini. Sunny goes to meet Ragini to understand her role better. But the meeting turns out violent. On one hand Ragini's doctor tries to solve the mystery and on the other hand shooting starts with unexplainable events. Junior artists get killed one by one. At last the scriptwriter Satya and Dr. Dutta have to fight the ghost to stay alive and save Sunny.","English, Hindi, Marathi",India,5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZWE3Nzc1MWMtMTczZS00M2Q4LTgyYTMtODE2MzY2NTkzZTA3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,"3,078",tt2609218,movie,11 Mar 2017,N/A,N/A,N/A,True
Bade Miyan Chote Miyan,1998,Not Rated,16 Oct 1998,140 min,"Action, Comedy, Musical",David Dhawan,Rumi Jaffery,"Amitabh Bachchan, Govinda, Raveena Tandon","Fellow Police Inspectors Arjun and Pyare work in the same Police Station in Mumbai, India. Although they work together, they have an unhealthy rivalry between them - leading to considerable acrimony and inefficiency. Then things get worse when a series of crimes and robberies take place - with witnesses coming forward and identifying them as the culprits. Their seniors view this matter very seriously, hold an inquiry, get evidence of their involvement, and suspend them. Now Arjun and Pyare must fore-go all past rivalries, band together and find out who framed them - and why?",Hindi,India,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjgwZDVlZTktMDIzZC00NjQ3LWE0YmUtNzAwNzc5ZWE3ZDk2XkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"3,303",tt0118673,movie,22 May 2017,N/A,N/A,N/A,True
